DOCUMENTOFISCAL|DOCUMENTODEPAGAMENTO|VALOR_JUROS_NF
422066|150632|0,00
422067|150872|0,00
422068|150760|0,00
422069|150973|0,00
422070|150973|0,00
422071|150973|0,00
422072|150973|0,00
422074|150973|0,00
422075|150973|0,00
422076|150973|0,00
422078|150549|0,00
422079|150973|0,00
422080|150973|0,00
422081|150973|0,00
422082|150872|0,00
422084|150973|0,00
422085|150973|0,00
422086|150916|0,00
422087|150973|0,00
422088|150916|0,00
422089|150973|0,00
422090|150973|0,00
422091|150602|0,00
422092|150973|0,00
422093|150632|0,00
422095|150807|0,00
422096|150703|0,00
422097|150916|0,00
422098|150973|0,00
422099|150632|0,00
422100|150916|0,00
422101|150973|0,00
422102|150916|0,00
422103|150973|0,00
422104|150973|0,00
422105|150973|0,00
422106|150973|0,00
422107|150973|0,00
422108|150973|0,00
422109|150872|0,00
422110|150916|0,00
422111|150973|0,00
422112|150872|0,00
422113|150973|0,00
422114|150872|0,00
422115|150916|0,00
422116|150973|0,00
422117|150872|0,00
422118|150973|0,00
422119|150872|0,00
422120|150973|0,00
422121|150916|0,00
422122|150973|0,00
422123|150916|0,00
422124|150973|0,00
422125|150973|0,00
422126|150602|0,00
422127|150760|0,00
422128|150973|0,00
422129|150973|0,00
422130|150993|32,54
422131|150993|2,89
422132|150872|0,00
422133|150973|0,00
422134|150973|0,00
422135|150973|0,00
422136|150973|0,00
422137|150916|0,00
422138|150973|0,00
422139|151314|2,36
422140|150602|0,00
422141|150973|0,00
422142|150872|0,00
422143|150973|0,00
422144|150973|0,00
422145|150973|0,00
422146|150916|0,00
422147|150973|0,00
422148|150549|0,00
422149|150973|0,00
422150|150916|0,00
422151|150807|0,00
422152|150786|0,00
422153|150973|0,00
422154|150916|0,00
422155|150574|0,00
422156|154464|1,77
422157|150973|0,00
422160|150916|0,00
422162|150632|0,00
422163|150703|0,00
422164|150916|0,00
422165|150602|0,00
422166|150973|0,00
422167|150872|0,00
422168|150916|0,00
422169|150916|0,00
422170|150973|0,00
422171|150973|0,00
422172|150973|0,00
422173|150916|0,00
422174|150973|0,00
422175|150993|1,44
422176|150973|0,00
422177|150632|0,00
422178|150786|0,00
422179|150973|0,00
422180|150973|0,00
422181|150916|0,00
422182|150807|0,00
422183|150916|0,00
422184|150703|0,00
422185|150973|0,00
422186|150786|0,00
422187|150973|0,00
422188|150973|0,00
422189|150872|0,00
422190|150973|0,00
422191|150973|0,00
422193|150973|0,00
422194|150973|0,00
422195|150973|0,00
422196|150973|0,00
422197|150632|0,00
422198|150973|0,00
422199|150786|0,00
422200|150872|0,00
422201|150973|0,00
422202|150916|0,00
422203|150973|0,00
422204|150973|0,00
422205|150973|0,00
422206|150973|0,00
422207|150807|0,00
422208|150973|0,00
422209|150872|0,00
422210|150973|0,00
422211|150549|0,00
422212|150632|0,00
422213|150973|0,00
422214|150786|0,00
422215|150973|0,00
422216|150760|0,00
422217|150632|0,00
422218|150786|0,00
422219|150973|0,00
422220|150807|0,00
422221|150973|0,00
422222|150973|0,00
422223|150973|0,00
422224|150872|0,00
422225|150973|0,00
422226|150872|0,00
422227|150807|0,00
422228|150973|0,00
422229|150973|0,00
422231|150973|0,00
422232|150602|0,00
422233|150916|0,00
422234|150973|0,00
422235|150973|0,00
422237|150973|0,00
422238|150916|0,00
422239|150760|0,00
422240|153059|1,35
422241|150872|0,00
422242|150807|0,00
422243|150973|0,00
422244|151038|0,73
422245|150760|0,00
422246|150973|0,00
422247|150973|0,00
422248|150973|0,00
422249|150807|0,00
422250|150973|0,00
422251|150916|0,00
422252|151038|1,46
422253|150872|0,00
422254|150973|0,00
422255|150916|0,00
422256|150632|0,00
422257|150973|0,00
422259|150973|0,00
422260|150872|0,00
422262|150973|0,00
422263|150973|0,00
422265|150760|0,00
422266|150973|0,00
422267|150916|0,00
422268|150973|0,00
422269|150973|0,00
422270|150786|0,00
422271|150574|0,00
422272|150916|0,00
422273|150973|0,00
422274|150973|0,00
422275|150786|0,00
422276|150973|0,00
422277|150916|0,00
422278|150916|0,00
422279|150973|0,00
422280|150916|0,00
422281|150760|0,00
422282|150973|0,00
422283|150872|0,00
422284|151038|0,73
422285|150916|0,00
422286|150973|0,00
422287|150973|0,00
422289|150973|0,00
422292|150760|0,00
422294|150993|1,44
422295|150973|0,00
422296|150916|0,00
422297|150973|0,00
422299|150973|0,00
422300|150973|0,00
422301|150786|0,00
422302|153535|13,16
422303|150973|0,00
422304|150973|0,00
422305|150973|0,00
422306|150973|0,00
422307|150973|0,00
422308|150973|0,00
422309|151630|1,82
422310|151535|2.083,82
422311|150807|0,00
422312|150973|0,00
422313|150973|0,00
422314|150973|0,00
422315|150602|0,00
422316|150872|0,00
422317|150973|0,00
422318|150632|0,00
422319|150872|0,00
422320|150807|0,00
422321|150786|0,00
422322|150973|0,00
422323|150973|0,00
422324|150973|0,00
422325|150973|0,00
422326|150973|0,00
422327|150872|0,00
422328|150973|0,00
422329|150973|0,00
422330|150973|0,00
422331|150973|0,00
422332|150973|0,00
422333|150916|0,00
422334|150872|0,00
422335|151451|0,84
422336|150872|0,00
422337|150916|0,00
422340|150510|0,00
422342|150973|0,00
422343|150973|0,00
422344|150973|0,00
422345|150973|0,00
422346|150973|0,00
422347|150973|0,00
422349|153650|1,63
422350|150973|0,00
422351|150916|0,00
422352|150916|0,00
422353|150916|0,00
422355|150973|0,00
422356|151088|5,33
422358|150549|0,00
422359|150549|0,00
422360|150973|0,00
422361|150973|0,00
422362|150549|0,00
422363|150973|0,00
422364|150872|0,00
422365|150973|0,00
422366|150973|0,00
422367|150973|0,00
422368|150973|0,00
422369|152568|2,30
422370|150973|0,00
422371|150916|0,00
422372|150973|0,00
422373|152697|32,02
422374|150973|0,00
422375|151186|5,48
422376|150973|0,00
422377|150973|0,00
422378|150973|0,00
422379|150916|0,00
422380|150973|0,00
422381|150993|28,20
422382|151477|0,00
422383|150973|0,00
422384|150973|0,00
422385|150916|0,00
422387|151498|12,92
422388|150973|0,00
422389|150916|0,00
422390|150973|0,00
422392|150916|0,00
422393|150973|0,00
422395|150973|0,00
422396|150872|0,00
422397|150786|0,00
422398|150872|0,00
422399|150973|0,00
422400|152721|1,22
422402|150993|9,39
422403|150973|0,00
422404|150973|0,00
422405|150973|0,00
422407|150973|0,00
422408|150973|0,00
422409|150574|0,00
422410|150973|0,00
422412|150973|0,00
422415|154245|1,74
422416|150993|0,72
422418|150993|9,39
422421|150872|0,00
422422|151038|0,73
422599|152004|0,00
422600|151720|0,00
422601|152004|0,00
422602|151925|0,00
422603|151925|0,00
422604|152004|0,00
422605|151925|0,00
422606|152004|0,00
422607|152004|0,00
422608|152004|0,00
422609|152004|0,00
422610|152004|0,00
422611|152004|0,00
422612|152004|0,00
422613|151965|0,00
422614|151673|0,00
422615|152004|0,00
422616|152058|0,00
422617|152004|0,00
422618|152004|0,00
422619|151965|0,00
422620|151965|0,00
422621|151806|0,00
422622|151965|0,00
422623|152004|0,00
422624|152004|0,00
422625|151758|0,00
422626|151806|0,00
422627|152004|0,00
422628|152004|0,00
422629|152004|0,00
422630|152004|0,00
422631|152004|0,00
422632|151586|0,00
422633|152004|0,00
422634|151965|0,00
422635|152004|0,00
422636|152004|0,00
422637|152004|0,00
422638|152004|0,00
422639|152004|0,00
422640|152004|0,00
422641|152004|0,00
422642|151965|0,00
422643|151630|0,00
422644|151965|0,00
422645|151965|0,00
422646|151630|0,00
422647|152004|0,00
422648|152004|0,00
422649|151758|0,00
422650|151925|0,00
422651|152004|0,00
422653|152004|0,00
422654|151965|0,00
422655|151925|0,00
422656|151865|0,00
422657|151758|0,00
422658|152004|0,00
422659|152004|0,00
422660|152004|0,00
422661|152004|0,00
422662|151965|0,00
422663|152004|0,00
422664|151758|0,00
422666|151965|0,00
422667|151965|0,00
422668|151965|0,00
422669|151965|0,00
422670|152004|0,00
422671|151965|0,00
422672|152258|202,10
422673|151806|0,00
422674|152004|0,00
422675|152004|0,00
422676|151925|0,00
422677|152004|0,00
422678|151965|0,00
422679|152004|0,00
422680|151865|0,00
422681|151865|0,00
422682|151971|0,00
422683|151925|0,00
422684|152004|0,00
422685|152004|0,00
422686|152004|0,00
422687|152004|0,00
422688|151720|0,00
422689|152004|0,00
422690|152004|0,00
422691|151965|0,00
422692|151720|0,00
422693|151965|0,00
422694|151720|0,00
422695|152004|0,00
422696|152004|0,00
422698|152004|0,00
422699|152004|0,00
422700|151965|0,00
422701|151965|0,00
422702|152004|0,00
422703|151865|0,00
422704|152004|0,00
422705|151925|0,00
422706|152004|0,00
422707|151925|0,00
422708|152004|0,00
422709|152331|28.615,98
422710|152004|0,00
422711|151971|0,00
422712|151865|0,00
422713|151965|0,00
422714|152004|0,00
422715|152004|0,00
422716|152004|0,00
422717|151965|0,00
422718|152004|0,00
422719|151965|0,00
422720|151758|0,00
422721|152004|0,00
422722|152004|0,00
422723|152004|0,00
422724|152004|0,00
422725|152004|0,00
422726|152004|0,00
422727|152004|0,00
422728|152049|73,69
422729|152004|0,00
422730|151925|0,00
422731|152004|0,00
422733|151630|0,00
422734|152004|0,00
422735|151965|0,00
422736|152004|0,00
422737|151925|0,00
422738|152004|0,00
422739|152004|0,00
422740|151965|0,00
422741|152004|0,00
422742|151806|0,00
422743|151965|0,00
422744|152004|0,00
422745|152049|0,00
422746|152004|0,00
422747|152004|0,00
422748|151925|0,00
422749|151630|0,00
422750|152004|0,00
422751|151630|0,00
422752|151965|0,00
422753|151673|0,00
422754|152004|0,00
422755|151965|0,00
422756|151720|0,00
422757|152004|0,00
422758|151758|0,00
422759|151965|0,00
422760|151965|0,00
422761|151865|0,00
422762|151758|0,00
422763|152004|0,00
422765|152004|0,00
422766|151965|0,00
422767|152004|0,00
422768|152632|52,18
422769|151925|0,00
422770|152004|0,00
422771|151758|0,00
422772|152004|0,00
422773|152004|0,00
422774|151865|0,00
422775|151630|0,00
422776|152049|188,27
422777|152004|0,00
422778|151965|0,00
422780|151965|0,00
422781|152004|0,00
422782|152004|0,00
422783|152004|0,00
422784|152004|0,00
422785|151630|0,00
422786|152004|0,00
422787|151925|0,00
422788|152004|0,00
422789|152004|0,00
422790|152004|0,00
422791|152004|0,00
422792|152004|0,00
422793|151925|0,00
422794|152049|0,00
422795|152004|0,00
422796|152004|0,00
422797|152004|0,00
422798|152049|44,48
422799|151806|0,00
422800|151720|0,00
422801|152004|0,00
422802|152004|0,00
422804|152004|0,00
422805|152004|0,00
422806|151925|0,00
422807|152004|0,00
422808|152004|0,00
422809|151570|0,00
422810|152004|0,00
422811|151965|0,00
422812|152004|0,00
422813|151570|0,00
422814|152004|0,00
422815|152004|0,00
422816|152004|0,00
422818|151965|0,00
422819|152004|0,00
422820|152004|0,00
422822|152004|0,00
422823|152004|0,00
422824|152004|0,00
422825|152004|0,00
422826|152004|0,00
422827|152004|0,00
422829|151965|0,00
422830|152004|0,00
422831|151806|0,00
422832|151925|0,00
422833|151720|0,00
422834|152290|0,00
422835|152004|0,00
422836|152004|0,00
422837|152004|0,00
422838|151925|0,00
422839|152004|0,00
422840|151965|0,00
422841|152004|0,00
422842|152004|0,00
422843|151965|0,00
422844|151965|0,00
422845|152004|0,00
422846|151925|0,00
422847|151965|0,00
422848|152004|0,00
422849|151673|0,00
422850|152004|0,00
422851|152004|0,00
422853|152935|1,02
422854|151720|0,00
422855|151806|0,00
422856|152004|0,00
422857|151925|0,00
422858|151806|0,00
422859|151630|0,00
422860|151630|0,00
422861|151630|0,00
422862|151630|0,00
422863|151630|0,00
422864|151865|0,00
422865|151673|0,00
422866|151965|0,00
422867|152004|0,00
422868|152004|0,00
422869|151965|0,00
422870|151630|0,00
422871|152004|0,00
422872|152004|0,00
422873|151965|0,00
422874|152004|0,00
422875|151925|0,00
422876|151806|0,00
422877|152004|0,00
422878|152004|0,00
422879|152004|0,00
422880|151758|0,00
422881|151586|0,00
422882|152004|0,00
422883|152004|0,00
422884|152004|0,00
422885|152004|0,00
422886|152004|0,00
422888|151806|0,00
422889|151965|0,00
422890|152004|0,00
422891|151586|0,00
422892|152004|0,00
422893|151965|0,00
422894|151965|0,00
422895|152004|0,00
422896|152004|0,00
422897|151965|0,00
422898|152004|0,00
422900|152004|0,00
422901|152004|0,00
422902|153091|1,06
422904|152004|0,00
422905|151865|0,00
422906|151965|0,00
422907|152004|0,00
422908|151865|0,00
422909|152004|0,00
422910|152632|0,89
422911|151925|0,00
422912|152004|0,00
422913|151806|0,00
422914|151806|0,00
422915|152004|0,00
422916|152004|0,00
422917|151965|0,00
422918|151720|0,00
422919|151865|0,00
422920|152004|0,00
422921|151806|0,00
422922|151925|0,00
422923|152004|0,00
422924|151925|0,00
422925|151630|0,00
422926|151630|0,00
422927|151570|0,00
422928|152004|0,00
422929|151865|0,00
422930|152004|0,00
422931|152004|0,00
422932|152721|96,49
422933|152004|0,00
422934|152004|0,00
422935|152004|0,00
422936|152004|0,00
422937|151965|0,00
422938|151965|0,00
422939|152004|0,00
422940|152004|0,00
422942|152004|0,00
422943|152004|0,00
422944|151758|0,00
422945|152004|0,00
422946|152004|0,00
422947|152004|0,00
422948|151965|0,00
422949|151965|0,00
422950|152004|0,00
422951|152004|0,00
422952|151965|0,00
422953|152004|0,00
422954|151806|0,00
422955|151965|0,00
422956|152004|0,00
422957|151925|0,00
422958|151925|0,00
422959|151806|0,00
422960|152004|0,00
422961|152004|0,00
422962|152004|0,00
422963|152004|0,00
422964|151758|0,00
422965|151925|0,00
422966|151806|0,00
422967|152004|0,00
422968|152004|0,00
422969|151673|0,00
422970|151925|0,00
422971|151925|0,00
422972|151806|0,00
422973|152004|0,00
422974|151925|0,00
422975|152004|0,00
422976|151806|0,00
422977|151925|0,00
422978|152004|0,00
422979|152004|0,00
422980|152004|0,00
422981|151630|0,00
422982|152004|0,00
422983|152004|0,00
422984|152004|0,00
422985|151630|0,00
422986|151673|0,00
422987|152004|0,00
422988|152004|0,00
422989|151965|0,00
422990|151570|0,00
422991|151865|0,00
422992|152004|0,00
422993|151965|0,00
422994|152004|0,00
422995|152004|0,00
422996|152004|0,00
422997|152004|0,00
422998|152004|0,00
422999|151865|0,00
423000|152004|0,00
423001|151806|0,00
423002|151720|0,00
423003|152004|0,00
423004|152004|0,00
423005|151925|0,00
423006|151965|0,00
423007|152004|0,00
423008|151806|0,00
423010|152004|0,00
423011|152004|0,00
423012|151586|0,00
423013|152004|0,00
423014|151965|0,00
423016|152004|0,00
423017|152004|0,00
423018|152004|0,00
423019|152380|0,11
423020|151925|0,00
423021|152004|0,00
423022|151630|0,00
423023|152004|0,00
423024|152004|0,00
423025|151630|0,00
423026|151570|0,00
423027|152004|0,00
423028|152004|0,00
423029|151586|0,00
423030|151806|0,00
423031|152004|0,00
423033|152004|0,00
423034|152004|0,00
423035|151925|0,00
423036|152004|0,00
423037|152004|0,00
423038|152004|0,00
423039|151630|0,00
423041|152004|0,00
423042|152004|0,00
423043|151965|0,00
423044|152004|0,00
423045|152004|0,00
423046|152004|0,00
423047|152004|0,00
423048|151806|0,00
423049|152004|0,00
423050|152004|0,00
423052|152004|0,00
423054|151965|0,00
423055|151965|0,00
423056|151630|0,00
423057|152004|0,00
423058|152004|0,00
423059|151965|0,00
423060|151865|0,00
423061|152935|31,56
423062|152004|0,00
423063|152004|0,00
423064|152004|0,00
423065|152004|0,00
423067|151806|0,00
423068|151673|0,00
423069|151965|0,00
423070|152004|0,00
423071|152004|0,00
423072|151720|0,00
423073|152004|0,00
423074|152004|0,00
423075|151758|0,00
423076|151570|0,00
423077|151965|0,00
423078|151758|0,00
423079|152004|0,00
423080|152004|0,00
423081|152004|0,00
423082|152004|0,00
423083|152004|0,00
423084|152004|0,00
423085|152004|0,00
423086|152004|0,00
423087|152004|0,00
423088|151570|0,00
423090|152004|0,00
423091|152004|0,00
423092|151806|0,00
423093|151758|0,00
423094|152004|0,00
423095|151965|0,00
423096|152004|0,00
423097|152004|0,00
423098|151586|0,00
423099|151720|0,00
423100|152004|0,00
423101|151758|0,00
423102|152004|0,00
423103|152258|1.457,28
423104|151806|0,00
423105|151925|0,00
423106|151586|0,00
423107|152004|0,00
423108|152004|0,00
423109|151965|0,00
423110|152004|0,00
423112|151965|0,00
423113|152004|0,00
423114|152004|0,00
423115|151570|0,00
423116|151865|0,00
423117|152004|0,00
423118|152004|0,00
423119|152004|0,00
423120|151965|0,00
423121|154847|3,49
423122|151806|0,00
423123|152049|20,82
423124|152004|0,00
423125|151965|0,00
423126|151965|0,00
423127|151965|0,00
423128|151971|0,00
423129|152004|0,00
423130|151758|0,00
423131|152004|0,00
423132|151673|0,00
423133|152004|0,00
423134|151758|0,00
423135|151720|0,00
423136|151720|0,00
423137|151965|0,00
423138|152004|0,00
423139|152004|0,00
423140|152049|236,03
423141|152004|0,00
423142|152004|0,00
423143|152004|0,00
423144|152004|0,00
423145|152004|0,00
423146|151965|0,00
423147|151965|0,00
423148|151865|0,00
423149|151965|0,00
423151|152004|0,00
423152|151965|0,00
423153|151965|0,00
423154|151965|0,00
423155|152004|0,00
423156|152004|0,00
423157|152004|0,00
423158|151965|0,00
423159|152004|0,00
423160|152004|0,00
423161|151630|0,00
423162|151673|0,00
423163|152004|0,00
423164|152004|0,00
423165|151925|0,00
423166|152004|0,00
423167|152004|0,00
423168|151806|0,00
423169|152004|0,00
423170|152004|0,00
423171|152004|0,00
423172|151758|0,00
423173|151925|0,00
423174|151865|0,00
423175|151586|0,00
423176|152004|0,00
423177|151673|0,00
423178|152004|0,00
423179|152004|0,00
423180|152004|0,00
423181|152004|0,00
423182|152004|0,00
423183|152004|0,00
423184|151570|0,00
423185|152004|0,00
423186|152004|0,00
423187|151965|0,00
423188|151925|0,00
423189|151925|0,00
423190|152004|0,00
423191|151720|0,00
423192|152004|0,00
423193|151865|0,00
423194|151673|0,00
423196|152004|0,00
423197|151965|0,00
423198|151630|0,00
423199|151865|0,00
423201|155147|1,66
423202|152004|0,00
423203|152004|0,00
423204|151971|0,00
423205|151965|0,00
423206|152004|0,00
423207|152004|0,00
423208|152004|0,00
423209|152004|0,00
423210|152380|158,23
423211|152004|0,00
423212|152004|0,00
423213|152004|0,00
423214|151806|0,00
423215|151965|0,00
423216|151720|0,00
423217|152004|0,00
423219|152004|0,00
423220|152004|0,00
423221|151632|0,00
423222|151806|0,00
423223|152980|89,37
423224|152004|0,00
423225|154464|0,11
423227|152004|0,00
423228|152004|0,00
423229|152004|0,00
423230|152004|0,00
423231|151925|0,00
423232|151965|0,00
423233|151925|0,00
423234|151965|0,00
423235|152877|167,06
423236|152004|0,00
423237|152004|0,00
423238|152004|0,00
423239|152004|0,00
423240|152004|0,00
423241|151925|0,00
423242|152004|0,00
423243|151758|0,00
423244|152004|0,00
423245|151570|0,00
423246|151806|0,00
423247|152004|0,00
423248|152697|1,82
423249|152004|0,00
423250|151630|0,00
423251|151673|0,00
423252|151806|0,00
423253|152004|0,00
423254|151806|0,00
423255|152004|0,00
423256|152110|14,33
423257|152004|0,00
423258|151806|0,00
423259|152004|0,00
423260|151758|0,00
423261|151925|0,00
423262|152004|0,00
423263|152004|0,00
423264|152004|0,00
423265|152004|0,00
423267|152004|0,00
423268|151630|0,00
423269|152004|0,00
423270|151720|0,00
423271|152004|0,00
423272|152004|0,00
423273|151806|0,00
423275|151865|0,00
423276|152004|0,00
423277|151720|0,00
