Vendedor;Produto;Estado;Mês;Cliente;Valor;Quantidade;Total
Caio;Rodas aro 19";DF;Novembro;Pessoa Física;2240;110;246400
Priscila;Rodas aro 20";AL;Janeiro;Pessoa Jurídica;2479;109;270211
Mirian;Rodas aro 21";PE;Janeiro;Pessoa Jurídica;3200;109;348800
Murilo;Rodas aro 22";AP;Setembro;Pessoa Jurídica;3921;107;419547
Roberto;Rodas aro 13";SC;Abril;Pessoa Física;780;105;81900
Myslaine;Rodas aro 14";SC;Fevereiro;Pessoa Jurídica;980;105;102900
Katia;Rodas aro 15";PE;Abril;Pessoa Física;1020;104;106080
Vanessa;Rodas aro 16";DF;Junho;Pessoa Física;1340;101;135340
Renata;Rodas aro 17";TO;Junho;Pessoa Física;1870;97;181390
Caio;Rodas aro 18";PR;Agosto;Pessoa Jurídica;1910;97;185270
Priscila;Rodas aro 19";MT;Fevereiro;Pessoa Jurídica;2240;96;215040
Mirian;Rodas aro 20";ES;Outubro;Pessoa Jurídica;2479;95;235505
Murilo;Rodas aro 21";ES;Maio;Pessoa Física;3200;95;304000
Roberto;Rodas aro 22";AP;Maio;Pessoa Jurídica;3921;94;368574
Myslaine;Rodas aro 13";DF;Fevereiro;Pessoa Física;780;93;72540
Katia;Rodas aro 14";AM;Março;Pessoa Física;980;93;91140
Vanessa;Rodas aro 15";AM;Setembro;Pessoa Física;1020;92;93840
Renata;Rodas aro 16";RS;Novembro;Pessoa Jurídica;1340;91;121940
Caio;Rodas aro 17";RJ;Setembro;Pessoa Jurídica;1870;88;164560
Priscila;Rodas aro 18";AP;Fevereiro;Pessoa Jurídica;1910;87;166170
Mirian;Rodas aro 19";SC;Fevereiro;Pessoa Física;2240;86;192640
Murilo;Rodas aro 20";PR;Janeiro;Pessoa Jurídica;2479;82;203278
Roberto;Rodas aro 21";RJ;Abril;Pessoa Física;3200;81;259200
Myslaine;Rodas aro 22";AC;Outubro;Pessoa Física;3921;81;317601
Katia;Rodas aro 13";AL;Novembro;Pessoa Física;780;79;61620
Vanessa;Rodas aro 14";AC;Junho;Pessoa Jurídica;980;77;75460
Renata;Rodas aro 15";MT;Junho;Pessoa Jurídica;1020;76;77520
Caio;Rodas aro 16";MT;Abril;Pessoa Jurídica;1340;75;100500
Priscila;Rodas aro 17";AC;Julho;Pessoa Física;1870;75;140250
Mirian;Rodas aro 18";PE;Dezembro;Pessoa Jurídica;1910;74;141340
Murilo;Rodas aro 19";ES;Junho;Pessoa Física;2240;74;165760
Roberto;Rodas aro 20";AP;Setembro;Pessoa Física;2479;72;178488
Myslaine;Rodas aro 21";RS;Janeiro;Pessoa Física;3200;69;220800
Katia;Rodas aro 22";PB;Agosto;Pessoa Jurídica;3921;69;270549
Vanessa;Rodas aro 13";AL;Novembro;Pessoa Jurídica;780;68;53040
Renata;Rodas aro 14";MT;Maio;Pessoa Jurídica;980;67;65660
Caio;Rodas aro 15";AC;Setembro;Pessoa Física;1020;64;65280
Priscila;Rodas aro 16";PR;Julho;Pessoa Jurídica;1340;63;84420
Mirian;Rodas aro 17";AC;Outubro;Pessoa Física;1870;61;114070
Murilo;Rodas aro 18";RN;Fevereiro;Pessoa Física;1910;61;116510
Roberto;Rodas aro 19";SP;Novembro;Pessoa Física;2240;58;129920
Myslaine;Rodas aro 20";PI;Fevereiro;Pessoa Jurídica;2479;55;136345
Katia;Rodas aro 21";PR;Outubro;Pessoa Jurídica;3200;54;172800
Vanessa;Rodas aro 22";RO;Setembro;Pessoa Jurídica;3921;52;203892
Renata;Rodas aro 13";GO;Agosto;Pessoa Física;780;52;40560
Caio;Rodas aro 14";MS;Janeiro;Pessoa Jurídica;980;51;49980
Priscila;Rodas aro 15";RO;Abril;Pessoa Física;1020;51;52020
Mirian;Rodas aro 16";MA;Junho;Pessoa Física;1340;47;62980
Murilo;Rodas aro 17";PB;Junho;Pessoa Física;1870;47;87890
Roberto;Rodas aro 18";MG;Janeiro;Pessoa Jurídica;1910;45;85950
Myslaine;Rodas aro 19";RJ;Dezembro;Pessoa Jurídica;2240;44;98560
Katia;Rodas aro 20";PE;Abril;Pessoa Jurídica;2479;42;104118
Vanessa;Rodas aro 21";MA;Fevereiro;Pessoa Física;3200;40;128000
Renata;Rodas aro 22";AC;Setembro;Pessoa Jurídica;3921;33;129393
Caio;Rodas aro 13";DF;Março;Pessoa Física;780;32;24960
Priscila;Rodas aro 14";RO;Setembro;Pessoa Física;980;30;29400
Mirian;Rodas aro 15";PE;Outubro;Pessoa Física;1020;29;29580
Murilo;Rodas aro 16";ES;Maio;Pessoa Jurídica;1340;29;38860
Roberto;Rodas aro 17";SC;Dezembro;Pessoa Jurídica;1870;26;48620
Myslaine;Rodas aro 18";ES;Dezembro;Pessoa Jurídica;1910;25;47750
Katia;Rodas aro 19";TO;Março;Pessoa Física;2240;20;44800
Vanessa;Rodas aro 20";SE;Agosto;Pessoa Jurídica;2479;19;47101
Renata;Rodas aro 21";ES;Abril;Pessoa Física;3200;19;60800
Caio;Rodas aro 22";PA;Junho;Pessoa Física;3921;11;43131
Priscila;Rodas aro 13";PA;Março;Pessoa Física;780;11;8580
Mirian;Rodas aro 14";PA;Julho;Pessoa Jurídica;980;9;8820
Murilo;Rodas aro 15";RO;Setembro;Pessoa Jurídica;1020;8;8160
Roberto;Rodas aro 16";SC;Abril;Pessoa Jurídica;1340;7;9380
Myslaine;Rodas aro 17";RN;Janeiro;Pessoa Física;1870;6;11220
Katia;Rodas aro 18";PB;Dezembro;Pessoa Jurídica;1910;6;11460
Vanessa;Rodas aro 19";SC;Dezembro;Pessoa Física;2240;3;6720
Renata;Rodas aro 20";AL;Dezembro;Pessoa Física;2479;2;4958
Caio;Rodas aro 21";GO;Dezembro;Pessoa Física;3200;1;3200
Priscila;Rodas aro 22";PI;Maio;Pessoa Jurídica;3921;109;427389
Mirian;Rodas aro 13";RR;Julho;Pessoa Jurídica;780;108;84240
Murilo;Rodas aro 14";RJ;Agosto;Pessoa Jurídica;980;108;105840
Roberto;Rodas aro 15";PR;Dezembro;Pessoa Física;1020;107;109140
Myslaine;Rodas aro 16";PR;Fevereiro;Pessoa Jurídica;1340;106;142040
Katia;Rodas aro 17";SP;Março;Pessoa Física;1870;103;192610
Vanessa;Rodas aro 18";PB;Novembro;Pessoa Física;1910;103;196730
Renata;Rodas aro 19";RJ;Dezembro;Pessoa Física;2240;101;226240
Caio;Rodas aro 20";PE;Janeiro;Pessoa Jurídica;2479;101;250379
Priscila;Rodas aro 21";AP;Junho;Pessoa Jurídica;3200;101;323200
Mirian;Rodas aro 22";AP;Março;Pessoa Jurídica;3921;100;392100
Murilo;Rodas aro 13";TO;Abril;Pessoa Física;780;99;77220
Roberto;Rodas aro 14";GO;Abril;Pessoa Jurídica;980;97;95060
Myslaine;Rodas aro 15";RJ;Dezembro;Pessoa Física;1020;96;97920
Katia;Rodas aro 16";TO;Agosto;Pessoa Física;1340;95;127300
Vanessa;Rodas aro 17";RR;Março;Pessoa Física;1870;94;175780
Renata;Rodas aro 18";RJ;Outubro;Pessoa Jurídica;1910;91;173810
Caio;Rodas aro 19";RJ;Dezembro;Pessoa Jurídica;2240;90;201600
Priscila;Rodas aro 20";TO;Setembro;Pessoa Jurídica;2479;90;223110
Mirian;Rodas aro 21";PR;Setembro;Pessoa Física;3200;89;284800
Murilo;Rodas aro 22";RN;Outubro;Pessoa Jurídica;3921;89;348969
Roberto;Rodas aro 13";RJ;Julho;Pessoa Física;780;88;68640
Myslaine;Rodas aro 14";MG;Março;Pessoa Física;980;88;86240
Katia;Rodas aro 15";SE;Maio;Pessoa Física;1020;87;88740
Vanessa;Rodas aro 16";SC;Agosto;Pessoa Jurídica;1340;87;116580
Renata;Rodas aro 17";AM;Março;Pessoa Jurídica;1870;87;162690
Caio;Rodas aro 18";ES;Outubro;Pessoa Jurídica;1910;85;162350
Priscila;Rodas aro 19";SP;Março;Pessoa Física;2240;81;181440
Mirian;Rodas aro 20";PR;Julho;Pessoa Jurídica;2479;81;200799
Murilo;Rodas aro 21";PB;Maio;Pessoa Física;3200;78;249600
Roberto;Rodas aro 22";AM;Março;Pessoa Física;3921;77;301917
Myslaine;Rodas aro 13";RO;Janeiro;Pessoa Física;780;77;60060
Katia;Rodas aro 14";RJ;Julho;Pessoa Jurídica;980;75;73500
Vanessa;Rodas aro 15";MT;Junho;Pessoa Jurídica;1020;74;75480
Renata;Rodas aro 16";RR;Novembro;Pessoa Jurídica;1340;74;99160
Caio;Rodas aro 17";SC;Novembro;Pessoa Física;1870;70;130900
Priscila;Rodas aro 18";AP;Abril;Pessoa Jurídica;1910;70;133700
Mirian;Rodas aro 19";SE;Junho;Pessoa Física;2240;67;150080
Murilo;Rodas aro 20";AC;Novembro;Pessoa Física;2479;67;166093
Roberto;Rodas aro 21";RS;Maio;Pessoa Física;3200;66;211200
Myslaine;Rodas aro 22";PE;Outubro;Pessoa Jurídica;3921;65;254865
Katia;Rodas aro 13";PA;Julho;Pessoa Jurídica;780;65;50700
Vanessa;Rodas aro 14";PI;Setembro;Pessoa Jurídica;980;65;63700
Renata;Rodas aro 15";BA;Março;Pessoa Física;1020;65;66300
Caio;Rodas aro 16";PB;Abril;Pessoa Jurídica;1340;63;84420
Priscila;Rodas aro 17";RS;Agosto;Pessoa Física;1870;59;110330
Mirian;Rodas aro 18";MA;Julho;Pessoa Física;1910;56;106960
Murilo;Rodas aro 19";RJ;Agosto;Pessoa Física;2240;53;118720
Roberto;Rodas aro 20";AL;Janeiro;Pessoa Jurídica;2479;53;131387
Myslaine;Rodas aro 21";RO;Abril;Pessoa Jurídica;3200;52;166400
Katia;Rodas aro 22";RR;Março;Pessoa Jurídica;3921;50;196050
Vanessa;Rodas aro 13";SP;Abril;Pessoa Física;780;50;39000
Renata;Rodas aro 14";GO;Março;Pessoa Jurídica;980;49;48020
Caio;Rodas aro 15";SE;Abril;Pessoa Física;1020;47;47940
Priscila;Rodas aro 16";RR;Maio;Pessoa Física;1340;47;62980
Mirian;Rodas aro 17";MA;Janeiro;Pessoa Física;1870;45;84150
Murilo;Rodas aro 18";RJ;Maio;Pessoa Jurídica;1910;44;84040
Roberto;Rodas aro 19";SC;Março;Pessoa Jurídica;2240;43;96320
Myslaine;Rodas aro 20";RN;Junho;Pessoa Jurídica;2479;42;104118
Katia;Rodas aro 21";SP;Fevereiro;Pessoa Física;3200;42;134400
Vanessa;Rodas aro 22";PE;Julho;Pessoa Jurídica;3921;40;156840
Renata;Rodas aro 13";RJ;Março;Pessoa Física;780;39;30420
Caio;Rodas aro 14";PB;Março;Pessoa Física;980;38;37240
Priscila;Rodas aro 15";RJ;Abril;Pessoa Física;1020;37;37740
Mirian;Rodas aro 16";RS;Março;Pessoa Jurídica;1340;36;48240
Murilo;Rodas aro 17";PE;Outubro;Pessoa Jurídica;1870;32;59840
Roberto;Rodas aro 18";SE;Novembro;Pessoa Jurídica;1910;31;59210
Myslaine;Rodas aro 19";BA;Abril;Pessoa Física;2240;31;69440
Katia;Rodas aro 20";PB;Março;Pessoa Jurídica;2479;29;71891
Vanessa;Rodas aro 21";GO;Setembro;Pessoa Física;3200;26;83200
Renata;Rodas aro 22";CE;Junho;Pessoa Física;3921;26;101946
Caio;Rodas aro 13";PA;Maio;Pessoa Física;780;25;19500
Priscila;Rodas aro 14";RJ;Agosto;Pessoa Jurídica;980;25;24500
Mirian;Rodas aro 15";MS;Março;Pessoa Jurídica;1020;25;25500
Murilo;Rodas aro 16";SE;Dezembro;Pessoa Jurídica;1340;24;32160
Roberto;Rodas aro 17";RR;Maio;Pessoa Física;1870;24;44880
Myslaine;Rodas aro 18";AP;Junho;Pessoa Jurídica;1910;22;42020
Katia;Rodas aro 19";MG;Março;Pessoa Física;2240;20;44800
Vanessa;Rodas aro 20";MT;Outubro;Pessoa Física;2479;20;49580
Renata;Rodas aro 21";PR;Abril;Pessoa Física;3200;19;60800
Caio;Rodas aro 22";GO;Março;Pessoa Jurídica;3921;18;70578
Priscila;Rodas aro 13";SC;Agosto;Pessoa Jurídica;780;17;13260
Mirian;Rodas aro 14";AC;Julho;Pessoa Jurídica;980;14;13720
Murilo;Rodas aro 15";SP;Julho;Pessoa Física;1020;13;13260
Roberto;Rodas aro 16";RO;Outubro;Pessoa Jurídica;1340;13;17420
Myslaine;Rodas aro 17";AP;Agosto;Pessoa Física;1870;13;24310
Katia;Rodas aro 18";TO;Outubro;Pessoa Física;1910;12;22920
Vanessa;Rodas aro 19";BA;Fevereiro;Pessoa Física;2240;11;24640
Renata;Rodas aro 20";RJ;Março;Pessoa Jurídica;2479;10;24790
Caio;Rodas aro 21";RJ;Dezembro;Pessoa Jurídica;3200;9;28800
Priscila;Rodas aro 22";AC;Outubro;Pessoa Jurídica;3921;9;35289
Mirian;Rodas aro 13";AP;Novembro;Pessoa Física;780;8;6240
Murilo;Rodas aro 14";AC;Outubro;Pessoa Jurídica;980;8;7840
Roberto;Rodas aro 15";RR;Janeiro;Pessoa Física;1020;7;7140
Myslaine;Rodas aro 16";AP;Agosto;Pessoa Física;1340;4;5360
Katia;Rodas aro 17";AL;Setembro;Pessoa Física;1870;3;5610
Vanessa;Rodas aro 18";PE;Dezembro;Pessoa Jurídica;1910;1;1910
Renata;Rodas aro 19";MT;Junho;Pessoa Jurídica;2240;1;2240
Caio;Rodas aro 20";ES;Outubro;Pessoa Jurídica;2479;110;272690
Priscila;Rodas aro 21";ES;Novembro;Pessoa Física;3200;109;348800
Mirian;Rodas aro 22";GO;Agosto;Pessoa Jurídica;3921;107;419547
Murilo;Rodas aro 13";RN;Junho;Pessoa Física;780;106;82680
Roberto;Rodas aro 14";AL;Julho;Pessoa Física;980;106;103880
Myslaine;Rodas aro 15";DF;Março;Pessoa Física;1020;104;106080
Katia;Rodas aro 16";AP;Outubro;Pessoa Jurídica;1340;104;139360
Vanessa;Rodas aro 17";PA;Junho;Pessoa Jurídica;1870;100;187000
Renata;Rodas aro 18";BA;Agosto;Pessoa Jurídica;1910;99;189090
Caio;Rodas aro 19";PB;Janeiro;Pessoa Física;2240;98;219520
Priscila;Rodas aro 20";SE;Junho;Pessoa Jurídica;2479;96;237984
Mirian;Rodas aro 21";RR;Dezembro;Pessoa Física;3200;91;291200
Murilo;Rodas aro 22";AC;Novembro;Pessoa Física;3921;89;348969
Roberto;Rodas aro 13";AL;Abril;Pessoa Física;780;87;67860
Myslaine;Rodas aro 14";RO;Junho;Pessoa Jurídica;980;86;84280
Katia;Rodas aro 15";AP;Setembro;Pessoa Jurídica;1020;82;83640
Vanessa;Rodas aro 16";MG;Junho;Pessoa Jurídica;1340;78;104520
Renata;Rodas aro 17";RN;Agosto;Pessoa Física;1870;78;145860
Caio;Rodas aro 18";ES;Abril;Pessoa Jurídica;1910;75;143250
Priscila;Rodas aro 19";BA;Fevereiro;Pessoa Física;2240;74;165760
Mirian;Rodas aro 20";DF;Fevereiro;Pessoa Física;2479;74;183446
Murilo;Rodas aro 21";TO;Janeiro;Pessoa Física;3200;73;233600
Roberto;Rodas aro 22";SE;Outubro;Pessoa Jurídica;3921;69;270549
Myslaine;Rodas aro 13";SE;Novembro;Pessoa Jurídica;780;67;52260
Katia;Rodas aro 14";SC;Fevereiro;Pessoa Jurídica;980;67;65660
Vanessa;Rodas aro 15";RS;Janeiro;Pessoa Física;1020;66;67320
Renata;Rodas aro 16";DF;Agosto;Pessoa Jurídica;1340;66;88440
Caio;Rodas aro 17";MS;Março;Pessoa Física;1870;66;123420
Priscila;Rodas aro 18";GO;Setembro;Pessoa Física;1910;64;122240
Mirian;Rodas aro 19";SE;Julho;Pessoa Física;2240;60;134400
Murilo;Rodas aro 20";AL;Junho;Pessoa Jurídica;2479;59;146261
Roberto;Rodas aro 21";RN;Abril;Pessoa Jurídica;3200;57;182400
Myslaine;Rodas aro 22";RO;Setembro;Pessoa Jurídica;3921;57;223497
Katia;Rodas aro 13";SE;Agosto;Pessoa Física;780;57;44460
Vanessa;Rodas aro 14";GO;Outubro;Pessoa Jurídica;980;56;54880
Renata;Rodas aro 15";AL;Fevereiro;Pessoa Física;1020;56;57120
Caio;Rodas aro 16";BA;Outubro;Pessoa Física;1340;56;75040
Priscila;Rodas aro 17";SC;Outubro;Pessoa Física;1870;55;102850
Mirian;Rodas aro 18";PR;Fevereiro;Pessoa Jurídica;1910;54;103140
Murilo;Rodas aro 19";ES;Abril;Pessoa Jurídica;2240;49;109760
Roberto;Rodas aro 20";PI;Novembro;Pessoa Jurídica;2479;48;118992
Myslaine;Rodas aro 21";TO;Janeiro;Pessoa Física;3200;48;153600
Katia;Rodas aro 22";AC;Junho;Pessoa Jurídica;3921;48;188208
Vanessa;Rodas aro 13";RO;Abril;Pessoa Física;780;43;33540
Renata;Rodas aro 14";MA;Junho;Pessoa Física;980;43;42140
Caio;Rodas aro 15";MA;Agosto;Pessoa Física;1020;43;43860
Priscila;Rodas aro 16";DF;Outubro;Pessoa Jurídica;1340;41;54940
Mirian;Rodas aro 17";BA;Setembro;Pessoa Jurídica;1870;41;76670
Murilo;Rodas aro 18";PE;Dezembro;Pessoa Jurídica;1910;40;76400
Roberto;Rodas aro 19";SE;Julho;Pessoa Física;2240;40;89600
Myslaine;Rodas aro 20";RR;Outubro;Pessoa Jurídica;2479;39;96681
Katia;Rodas aro 21";RO;Julho;Pessoa Física;3200;38;121600
Vanessa;Rodas aro 22";MS;Abril;Pessoa Física;3921;36;141156
Renata;Rodas aro 13";SP;Outubro;Pessoa Física;780;35;27300
Caio;Rodas aro 14";PI;Agosto;Pessoa Jurídica;980;35;34300
Priscila;Rodas aro 15";PE;Agosto;Pessoa Jurídica;1020;33;33660
Mirian;Rodas aro 16";AL;Novembro;Pessoa Jurídica;1340;33;44220
Murilo;Rodas aro 17";RO;Maio;Pessoa Física;1870;25;46750
Roberto;Rodas aro 18";AM;Julho;Pessoa Jurídica;1910;24;45840
Myslaine;Rodas aro 19";AM;Março;Pessoa Física;2240;23;51520
Katia;Rodas aro 20";AM;Março;Pessoa Física;2479;22;54538
Vanessa;Rodas aro 21";PA;Setembro;Pessoa Física;3200;19;60800
Renata;Rodas aro 22";PR;Novembro;Pessoa Jurídica;3921;19;74499
Caio;Rodas aro 13";RN;Outubro;Pessoa Jurídica;780;19;14820
Priscila;Rodas aro 14";SC;Junho;Pessoa Jurídica;980;19;18620
Mirian;Rodas aro 15";PB;Fevereiro;Pessoa Física;1020;18;18360
Murilo;Rodas aro 16";ES;Julho;Pessoa Jurídica;1340;15;20100
Roberto;Rodas aro 17";BA;Abril;Pessoa Física;1870;9;16830
Myslaine;Rodas aro 18";RJ;Setembro;Pessoa Física;1910;8;15280
Katia;Rodas aro 19";RO;Novembro;Pessoa Física;2240;7;15680
Vanessa;Rodas aro 20";MG;Junho;Pessoa Jurídica;2479;6;14874
Renata;Rodas aro 21";MT;Agosto;Pessoa Jurídica;3200;6;19200
Caio;Rodas aro 22";TO;Novembro;Pessoa Jurídica;3921;3;11763
Priscila;Rodas aro 13";RR;Novembro;Pessoa Física;780;2;1560
Mirian;Rodas aro 14";PI;Abril;Pessoa Jurídica;980;1;980
Murilo;Rodas aro 15";RN;Abril;Pessoa Física;1020;110;112200
Roberto;Rodas aro 16";CE;Junho;Pessoa Física;1340;110;147400
Myslaine;Rodas aro 17";RN;Abril;Pessoa Física;1870;109;203830
Katia;Rodas aro 18";RR;Maio;Pessoa Jurídica;1910;108;206280
Vanessa;Rodas aro 19";MA;Junho;Pessoa Jurídica;2240;106;237440
Renata;Rodas aro 20";MS;Janeiro;Pessoa Jurídica;2479;106;262774
Caio;Rodas aro 21";MS;Agosto;Pessoa Física;3200;104;332800
Priscila;Rodas aro 22";PA;Janeiro;Pessoa Jurídica;3921;103;403863
Mirian;Rodas aro 13";RR;Julho;Pessoa Física;780;102;79560
Murilo;Rodas aro 14";TO;Janeiro;Pessoa Física;980;102;99960
Roberto;Rodas aro 15";GO;Setembro;Pessoa Física;1020;101;103020
Myslaine;Rodas aro 16";PR;Maio;Pessoa Jurídica;1340;98;131320
Katia;Rodas aro 17";MG;Fevereiro;Pessoa Jurídica;1870;98;183260
Vanessa;Rodas aro 18";CE;Maio;Pessoa Jurídica;1910;96;183360
Renata;Rodas aro 19";GO;Novembro;Pessoa Física;2240;94;210560
Caio;Rodas aro 20";SP;Maio;Pessoa Jurídica;2479;93;230547
Priscila;Rodas aro 21";GO;Junho;Pessoa Física;3200;91;291200
Mirian;Rodas aro 22";DF;Março;Pessoa Física;3921;91;356811
Murilo;Rodas aro 13";AC;Abril;Pessoa Física;780;90;70200
Roberto;Rodas aro 14";RO;Janeiro;Pessoa Jurídica;980;89;87220
Myslaine;Rodas aro 15";GO;Março;Pessoa Jurídica;1020;87;88740
Katia;Rodas aro 16";SP;Setembro;Pessoa Jurídica;1340;86;115240
Vanessa;Rodas aro 17";CE;Novembro;Pessoa Física;1870;81;151470
Renata;Rodas aro 18";AL;Fevereiro;Pessoa Jurídica;1910;81;154710
Caio;Rodas aro 19";SE;Novembro;Pessoa Física;2240;80;179200
Priscila;Rodas aro 20";RO;Maio;Pessoa Física;2479;78;193362
Mirian;Rodas aro 21";TO;Janeiro;Pessoa Física;3200;76;243200
Murilo;Rodas aro 22";RR;Setembro;Pessoa Jurídica;3921;76;297996
Roberto;Rodas aro 13";RN;Agosto;Pessoa Jurídica;780;73;56940
Myslaine;Rodas aro 14";RS;Dezembro;Pessoa Jurídica;980;72;70560
Katia;Rodas aro 15";RJ;Julho;Pessoa Física;1020;71;72420
Vanessa;Rodas aro 16";PA;Junho;Pessoa Jurídica;1340;71;95140
Renata;Rodas aro 17";MA;Janeiro;Pessoa Física;1870;70;130900
Caio;Rodas aro 18";RN;Outubro;Pessoa Física;1910;70;133700
Priscila;Rodas aro 19";CE;Maio;Pessoa Física;2240;69;154560
Mirian;Rodas aro 20";RJ;Abril;Pessoa Jurídica;2479;69;171051
Murilo;Rodas aro 21";SC;Março;Pessoa Jurídica;3200;67;214400
Roberto;Rodas aro 22";AC;Março;Pessoa Jurídica;3921;65;254865
Myslaine;Rodas aro 13";PI;Abril;Pessoa Física;780;65;50700
Katia;Rodas aro 14";CE;Junho;Pessoa Jurídica;980;65;63700
Vanessa;Rodas aro 15";SE;Maio;Pessoa Física;1020;64;65280
Renata;Rodas aro 16";AL;Junho;Pessoa Física;1340;64;85760
Caio;Rodas aro 17";PA;Março;Pessoa Física;1870;63;117810
Priscila;Rodas aro 18";RJ;Janeiro;Pessoa Jurídica;1910;63;120330
Mirian;Rodas aro 19";PE;Maio;Pessoa Jurídica;2240;62;138880
Murilo;Rodas aro 20";SP;Novembro;Pessoa Jurídica;2479;62;153698
Roberto;Rodas aro 21";SC;Outubro;Pessoa Física;3200;61;195200
Myslaine;Rodas aro 22";MA;Abril;Pessoa Jurídica;3921;55;215655
Katia;Rodas aro 13";PE;Setembro;Pessoa Física;780;53;41340
Vanessa;Rodas aro 14";MS;Fevereiro;Pessoa Física;980;53;51940
Renata;Rodas aro 15";TO;Março;Pessoa Física;1020;53;54060
Caio;Rodas aro 16";AL;Dezembro;Pessoa Jurídica;1340;52;69680
Priscila;Rodas aro 17";MA;Julho;Pessoa Jurídica;1870;48;89760
Mirian;Rodas aro 18";SP;Maio;Pessoa Jurídica;1910;45;85950
Murilo;Rodas aro 19";AM;Abril;Pessoa Física;2240;44;98560
Roberto;Rodas aro 20";CE;Janeiro;Pessoa Jurídica;2479;43;106597
Myslaine;Rodas aro 21";SP;Julho;Pessoa Física;3200;41;131200
Katia;Rodas aro 22";RO;Maio;Pessoa Física;3921;41;160761
Vanessa;Rodas aro 13";AP;Setembro;Pessoa Física;780;40;31200
Renata;Rodas aro 14";RN;Agosto;Pessoa Jurídica;980;40;39200
Caio;Rodas aro 15";AM;Julho;Pessoa Jurídica;1020;39;39780
Priscila;Rodas aro 16";TO;Fevereiro;Pessoa Jurídica;1340;36;48240
Mirian;Rodas aro 17";RR;Março;Pessoa Física;1870;35;65450
Murilo;Rodas aro 18";TO;Janeiro;Pessoa Jurídica;1910;33;63030
Roberto;Rodas aro 19";PB;Abril;Pessoa Física;2240;33;73920
Myslaine;Rodas aro 20";SE;Setembro;Pessoa Física;2479;33;81807
Katia;Rodas aro 21";MG;Agosto;Pessoa Física;3200;32;102400
Vanessa;Rodas aro 22";GO;Dezembro;Pessoa Jurídica;3921;31;121551
Renata;Rodas aro 13";SC;Novembro;Pessoa Jurídica;780;30;23400
Caio;Rodas aro 14";RN;Abril;Pessoa Jurídica;980;24;23520
Priscila;Rodas aro 15";RS;Agosto;Pessoa Física;1020;23;23460
Mirian;Rodas aro 16";PR;Maio;Pessoa Jurídica;1340;21;28140
Murilo;Rodas aro 17";ES;Setembro;Pessoa Física;1870;16;29920
Roberto;Rodas aro 18";PB;Fevereiro;Pessoa Física;1910;16;30560
Myslaine;Rodas aro 19";AC;Julho;Pessoa Física;2240;16;35840
Katia;Rodas aro 20";PE;Abril;Pessoa Jurídica;2479;15;37185
Vanessa;Rodas aro 21";MA;Setembro;Pessoa Jurídica;3200;15;48000
Renata;Rodas aro 22";CE;Janeiro;Pessoa Jurídica;3921;13;50973
Caio;Rodas aro 13";TO;Janeiro;Pessoa Física;780;12;9360
Priscila;Rodas aro 14";AM;Novembro;Pessoa Jurídica;980;11;10780
Mirian;Rodas aro 15";PA;Abril;Pessoa Física;1020;9;9180
Murilo;Rodas aro 16";CE;Setembro;Pessoa Física;1340;8;10720
Roberto;Rodas aro 17";PR;Julho;Pessoa Física;1870;7;13090
Myslaine;Rodas aro 18";MA;Novembro;Pessoa Jurídica;1910;6;11460
Katia;Rodas aro 19";TO;Novembro;Pessoa Jurídica;2240;4;8960
Vanessa;Rodas aro 20";MA;Setembro;Pessoa Jurídica;2479;1;2479
Renata;Rodas aro 21";PA;Março;Pessoa Física;3200;108;345600
Caio;Rodas aro 22";PA;Setembro;Pessoa Jurídica;3921;107;419547
Priscila;Rodas aro 13";AM;Novembro;Pessoa Física;780;106;82680
Mirian;Rodas aro 14";GO;Julho;Pessoa Física;980;106;103880
Murilo;Rodas aro 15";AC;Setembro;Pessoa Física;1020;105;107100
Roberto;Rodas aro 16";CE;Março;Pessoa Jurídica;1340;104;139360
Myslaine;Rodas aro 17";MA;Junho;Pessoa Jurídica;1870;104;194480
Katia;Rodas aro 18";DF;Janeiro;Pessoa Jurídica;1910;104;198640
Vanessa;Rodas aro 19";CE;Agosto;Pessoa Física;2240;103;230720
Renata;Rodas aro 20";DF;Maio;Pessoa Jurídica;2479;103;255337
Caio;Rodas aro 21";RR;Março;Pessoa Física;3200;102;326400
Priscila;Rodas aro 22";PA;Maio;Pessoa Física;3921;102;399942
Mirian;Rodas aro 13";BA;Dezembro;Pessoa Física;780;102;79560
Murilo;Rodas aro 14";AM;Junho;Pessoa Jurídica;980;100;98000
Roberto;Rodas aro 15";RR;Julho;Pessoa Jurídica;1020;98;99960
Myslaine;Rodas aro 16";BA;Novembro;Pessoa Jurídica;1340;97;129980
Katia;Rodas aro 17";CE;Julho;Pessoa Física;1870;96;179520
Vanessa;Rodas aro 18";GO;Novembro;Pessoa Jurídica;1910;96;183360
Renata;Rodas aro 19";PI;Maio;Pessoa Física;2240;94;210560
Caio;Rodas aro 20";SP;Outubro;Pessoa Física;2479;91;225589
Priscila;Rodas aro 21";RJ;Agosto;Pessoa Física;3200;89;284800
Mirian;Rodas aro 22";PI;Janeiro;Pessoa Jurídica;3921;89;348969
Murilo;Rodas aro 13";CE;Dezembro;Pessoa Jurídica;780;88;68640
Roberto;Rodas aro 14";SC;Dezembro;Pessoa Jurídica;980;87;85260
Myslaine;Rodas aro 15";RO;Outubro;Pessoa Física;1020;86;87720
Katia;Rodas aro 16";TO;Outubro;Pessoa Jurídica;1340;85;113900
